City,Original_Locality_ID,Locality
Ahmedabad,Locality_132,Maninagar
Ahmedabad,Locality_133,Paldi
Ahmedabad,Locality_134,Naranpura
Ahmedabad,Locality_135,Chandkheda
Ahmedabad,Locality_136,Gota
Ahmedabad,Locality_137,Bopal
Ahmedabad,Locality_138,South Bopal
Ahmedabad,Locality_139,Shela
Ahmedabad,Locality_140,Shahibaug
Ahmedabad,Locality_141,Vastral
Ahmedabad,Locality_142,Nikol
Ahmedabad,Locality_143,Ghatlodia
Ahmedabad,Locality_144,Memnagar
Ahmedabad,Locality_145,Ambawadi
Ahmedabad,Locality_146,C.G. Road
Ahmedabad,Locality_147,Ellis Bridge
Ahmedabad,Locality_148,Motera
Ahmedabad,Locality_149,Ranip
Ahmedabad,Locality_150,Chandlodia
Ahmedabad,Locality_151,Navrangpura
Ahmedabad,Locality_152,Satellite
Ahmedabad,Locality_153,Vastrapur
Ahmedabad,Locality_154,Bodakdev
Ahmedabad,Locality_155,Thaltej
Ahmedabad,Locality_156,Prahlad Nagar
Ahmedabad,Locality_157,Maninagar
Ahmedabad,Locality_158,Paldi
Ahmedabad,Locality_159,Naranpura
Ahmedabad,Locality_160,Chandkheda
Ahmedabad,Locality_161,Gota
Ahmedabad,Locality_162,Bopal
Ahmedabad,Locality_163,South Bopal
Ahmedabad,Locality_164,Shela
Ahmedabad,Locality_165,Shahibaug
Ahmedabad,Locality_166,Vastral
Ahmedabad,Locality_167,Nikol
Ahmedabad,Locality_168,Ghatlodia
Ahmedabad,Locality_169,Memnagar
Ahmedabad,Locality_170,Ambawadi
Ahmedabad,Locality_171,C.G. Road
Ahmedabad,Locality_172,Ellis Bridge
Ahmedabad,Locality_173,Motera
Ahmedabad,Locality_174,Ranip
Ahmedabad,Locality_175,Chandlodia
Ahmedabad,Locality_176,Navrangpura
Ahmedabad,Locality_177,Satellite
Ahmedabad,Locality_178,Vastrapur
Ahmedabad,Locality_179,Bodakdev
Ahmedabad,Locality_180,Thaltej
Ahmedabad,Locality_181,Prahlad Nagar
Ahmedabad,Locality_182,Maninagar
Ahmedabad,Locality_183,Paldi
Ahmedabad,Locality_184,Naranpura
Ahmedabad,Locality_185,Chandkheda
Ahmedabad,Locality_186,Gota
Ahmedabad,Locality_187,Bopal
Ahmedabad,Locality_188,South Bopal
Ahmedabad,Locality_189,Shela
Ahmedabad,Locality_190,Shahibaug
Ahmedabad,Locality_191,Vastral
Ahmedabad,Locality_192,Nikol
Ahmedabad,Locality_193,Ghatlodia
Ahmedabad,Locality_194,Memnagar
Ahmedabad,Locality_195,Ambawadi
Ahmedabad,Locality_196,C.G. Road
Ahmedabad,Locality_197,Ellis Bridge
Ahmedabad,Locality_198,Motera
Ahmedabad,Locality_199,Ranip
Ahmedabad,Locality_200,Chandlodia
Ahmedabad,Locality_201,Navrangpura
Ahmedabad,Locality_202,Satellite
Ahmedabad,Locality_203,Vastrapur
Ahmedabad,Locality_204,Bodakdev
Ahmedabad,Locality_205,Thaltej
Ahmedabad,Locality_206,Prahlad Nagar
Ahmedabad,Locality_207,Maninagar
Ahmedabad,Locality_208,Paldi
Ahmedabad,Locality_209,Naranpura
Ahmedabad,Locality_210,Chandkheda
Ahmedabad,Locality_211,Gota
Ahmedabad,Locality_212,Bopal
Ahmedabad,Locality_213,South Bopal
Ahmedabad,Locality_214,Shela
Ahmedabad,Locality_215,Shahibaug
Ahmedabad,Locality_216,Vastral
Ahmedabad,Locality_217,Nikol
Ahmedabad,Locality_218,Ghatlodia
Ahmedabad,Locality_219,Memnagar
Ahmedabad,Locality_220,Ambawadi
Ahmedabad,Locality_221,C.G. Road
Ahmedabad,Locality_222,Ellis Bridge
Ahmedabad,Locality_223,Motera
Ahmedabad,Locality_224,Ranip
Ahmedabad,Locality_225,Chandlodia
Ahmedabad,Locality_226,Navrangpura
Ahmedabad,Locality_227,Satellite
Ahmedabad,Locality_228,Vastrapur
Ahmedabad,Locality_229,Bodakdev
Ahmedabad,Locality_230,Thaltej
Ahmedabad,Locality_231,Prahlad Nagar
Ahmedabad,Locality_232,Maninagar
Ahmedabad,Locality_233,Paldi
Ahmedabad,Locality_234,Naranpura
Ahmedabad,Locality_235,Chandkheda
Ahmedabad,Locality_236,Gota
Ahmedabad,Locality_237,Bopal
Ahmedabad,Locality_238,South Bopal
Ahmedabad,Locality_239,Shela
Ahmedabad,Locality_240,Shahibaug
Ahmedabad,Locality_241,Vastral
Ahmedabad,Locality_242,Nikol
Ahmedabad,Locality_243,Ghatlodia
Ahmedabad,Locality_244,Memnagar
Ahmedabad,Locality_245,Ambawadi
Ahmedabad,Locality_246,C.G. Road
Ahmedabad,Locality_247,Ellis Bridge
Ahmedabad,Locality_248,Motera
Ahmedabad,Locality_249,Ranip
Ahmedabad,Locality_250,Chandlodia
Ahmedabad,Locality_251,Navrangpura
Ahmedabad,Locality_252,Satellite
Ahmedabad,Locality_253,Vastrapur
Ahmedabad,Locality_254,Bodakdev
Ahmedabad,Locality_255,Thaltej
Ahmedabad,Locality_256,Prahlad Nagar
Ahmedabad,Locality_257,Maninagar
Ahmedabad,Locality_258,Paldi
Ahmedabad,Locality_259,Naranpura
Ahmedabad,Locality_260,Chandkheda
Ahmedabad,Locality_261,Gota
Ahmedabad,Locality_262,Bopal
Ahmedabad,Locality_263,South Bopal
Ahmedabad,Locality_264,Shela
Ahmedabad,Locality_265,Shahibaug
Ahmedabad,Locality_266,Vastral
Ahmedabad,Locality_267,Nikol
Ahmedabad,Locality_268,Ghatlodia
Ahmedabad,Locality_269,Memnagar
Ahmedabad,Locality_270,Ambawadi
Ahmedabad,Locality_271,C.G. Road
Ahmedabad,Locality_272,Ellis Bridge
Ahmedabad,Locality_273,Motera
Ahmedabad,Locality_274,Ranip
Ahmedabad,Locality_275,Chandlodia
Ahmedabad,Locality_276,Navrangpura
Ahmedabad,Locality_277,Satellite
Ahmedabad,Locality_278,Vastrapur
Ahmedabad,Locality_279,Bodakdev
Ahmedabad,Locality_280,Thaltej
Ahmedabad,Locality_281,Prahlad Nagar
Ahmedabad,Locality_282,Maninagar
Ahmedabad,Locality_283,Paldi
Ahmedabad,Locality_284,Naranpura
Ahmedabad,Locality_285,Chandkheda
Ahmedabad,Locality_286,Gota
Ahmedabad,Locality_287,Bopal
Ahmedabad,Locality_288,South Bopal
Ahmedabad,Locality_289,Shela
Ahmedabad,Locality_290,Shahibaug
Ahmedabad,Locality_291,Vastral
Ahmedabad,Locality_292,Nikol
Ahmedabad,Locality_293,Ghatlodia
Ahmedabad,Locality_294,Memnagar
Ahmedabad,Locality_295,Ambawadi
Ahmedabad,Locality_296,C.G. Road
Ahmedabad,Locality_297,Ellis Bridge
Ahmedabad,Locality_298,Motera
Ahmedabad,Locality_299,Ranip
Ahmedabad,Locality_300,Chandlodia
Ahmedabad,Locality_301,Navrangpura
Ahmedabad,Locality_302,Satellite
Ahmedabad,Locality_303,Vastrapur
Ahmedabad,Locality_304,Bodakdev
Ahmedabad,Locality_305,Thaltej
Ahmedabad,Locality_306,Prahlad Nagar
Ahmedabad,Locality_307,Maninagar
Ahmedabad,Locality_308,Paldi
Ahmedabad,Locality_309,Naranpura
Ahmedabad,Locality_310,Chandkheda
Ahmedabad,Locality_311,Gota
Ahmedabad,Locality_312,Bopal
Ahmedabad,Locality_313,South Bopal
Ahmedabad,Locality_314,Shela
Ahmedabad,Locality_315,Shahibaug
Ahmedabad,Locality_316,Vastral
Ahmedabad,Locality_317,Nikol
Ahmedabad,Locality_318,Ghatlodia
Ahmedabad,Locality_319,Memnagar
Ahmedabad,Locality_320,Ambawadi
Ahmedabad,Locality_321,C.G. Road
Ahmedabad,Locality_322,Ellis Bridge
Ahmedabad,Locality_323,Motera
Ahmedabad,Locality_324,Ranip
Ahmedabad,Locality_325,Chandlodia
Ahmedabad,Locality_326,Navrangpura
Ahmedabad,Locality_327,Satellite
Ahmedabad,Locality_328,Vastrapur
Ahmedabad,Locality_329,Bodakdev
Ahmedabad,Locality_330,Thaltej
Ahmedabad,Locality_331,Prahlad Nagar
Ahmedabad,Locality_332,Maninagar
Ahmedabad,Locality_333,Paldi
Ahmedabad,Locality_334,Naranpura
Ahmedabad,Locality_335,Chandkheda
Ahmedabad,Locality_336,Gota
Ahmedabad,Locality_337,Bopal
Ahmedabad,Locality_338,South Bopal
Ahmedabad,Locality_339,Shela
Ahmedabad,Locality_340,Shahibaug
Ahmedabad,Locality_341,Vastral
Ahmedabad,Locality_342,Nikol
Ahmedabad,Locality_343,Ghatlodia
Ahmedabad,Locality_344,Memnagar
Ahmedabad,Locality_345,Ambawadi
Ahmedabad,Locality_346,C.G. Road
Ahmedabad,Locality_347,Ellis Bridge
Ahmedabad,Locality_348,Motera
Ahmedabad,Locality_349,Ranip
Ahmedabad,Locality_350,Chandlodia
Ahmedabad,Locality_351,Navrangpura
Ahmedabad,Locality_352,Satellite
Ahmedabad,Locality_353,Vastrapur
Ahmedabad,Locality_354,Bodakdev
Ahmedabad,Locality_355,Thaltej
Ahmedabad,Locality_356,Prahlad Nagar
Ahmedabad,Locality_357,Maninagar
Ahmedabad,Locality_358,Paldi
Ahmedabad,Locality_359,Naranpura
Ahmedabad,Locality_360,Chandkheda
Ahmedabad,Locality_361,Gota
Ahmedabad,Locality_362,Bopal
Ahmedabad,Locality_363,South Bopal
Ahmedabad,Locality_364,Shela
Ahmedabad,Locality_365,Shahibaug
Ahmedabad,Locality_366,Vastral
Ahmedabad,Locality_367,Nikol
Ahmedabad,Locality_368,Ghatlodia
Ahmedabad,Locality_369,Memnagar
Ahmedabad,Locality_370,Ambawadi
Ahmedabad,Locality_371,C.G. Road
Ahmedabad,Locality_372,Ellis Bridge
Ahmedabad,Locality_373,Motera
Ahmedabad,Locality_374,Ranip
Ahmedabad,Locality_375,Chandlodia
Ahmedabad,Locality_376,Navrangpura
Ahmedabad,Locality_377,Satellite
Ahmedabad,Locality_378,Vastrapur
Ahmedabad,Locality_379,Bodakdev
Ahmedabad,Locality_380,Thaltej
Ahmedabad,Locality_381,Prahlad Nagar
Ahmedabad,Locality_382,Maninagar
Ahmedabad,Locality_383,Paldi
Ahmedabad,Locality_384,Naranpura
Ahmedabad,Locality_385,Chandkheda
Ahmedabad,Locality_386,Gota
Ahmedabad,Locality_387,Bopal
Ahmedabad,Locality_388,South Bopal
Ahmedabad,Locality_389,Shela
Ahmedabad,Locality_390,Shahibaug
Ahmedabad,Locality_391,Vastral
Ahmedabad,Locality_392,Nikol
Ahmedabad,Locality_393,Ghatlodia
Ahmedabad,Locality_394,Memnagar
Ahmedabad,Locality_395,Ambawadi
Ahmedabad,Locality_396,C.G. Road
Ahmedabad,Locality_397,Ellis Bridge
Ahmedabad,Locality_398,Motera
Ahmedabad,Locality_399,Ranip
Ahmedabad,Locality_400,Chandlodia
Ahmedabad,Locality_401,Navrangpura
Ahmedabad,Locality_402,Satellite
Ahmedabad,Locality_403,Vastrapur
Ahmedabad,Locality_404,Bodakdev
Ahmedabad,Locality_405,Thaltej
Ahmedabad,Locality_406,Prahlad Nagar
Ahmedabad,Locality_407,Maninagar
Ahmedabad,Locality_408,Paldi
Ahmedabad,Locality_409,Naranpura
Ahmedabad,Locality_410,Chandkheda
Ahmedabad,Locality_411,Gota
Ahmedabad,Locality_412,Bopal
Ahmedabad,Locality_413,South Bopal
Ahmedabad,Locality_414,Shela
Ahmedabad,Locality_415,Shahibaug
Ahmedabad,Locality_416,Vastral
Ahmedabad,Locality_417,Nikol
Ahmedabad,Locality_418,Ghatlodia
Ahmedabad,Locality_419,Memnagar
Ahmedabad,Locality_420,Ambawadi
Ahmedabad,Locality_421,C.G. Road
Ahmedabad,Locality_422,Ellis Bridge
Ahmedabad,Locality_423,Motera
Ahmedabad,Locality_424,Ranip
Ahmedabad,Locality_425,Chandlodia
Ahmedabad,Locality_426,Navrangpura
Ahmedabad,Locality_427,Satellite
Ahmedabad,Locality_428,Vastrapur
Ahmedabad,Locality_429,Bodakdev
Ahmedabad,Locality_430,Thaltej
Ahmedabad,Locality_431,Prahlad Nagar
Ahmedabad,Locality_432,Maninagar
Ahmedabad,Locality_433,Paldi
Ahmedabad,Locality_434,Naranpura
Ahmedabad,Locality_435,Chandkheda
Ahmedabad,Locality_436,Gota
Ahmedabad,Locality_437,Bopal
Ahmedabad,Locality_438,South Bopal
Ahmedabad,Locality_439,Shela
Ahmedabad,Locality_440,Shahibaug
Ahmedabad,Locality_441,Vastral
Ahmedabad,Locality_442,Nikol
Ahmedabad,Locality_443,Ghatlodia
Ahmedabad,Locality_444,Memnagar
Ahmedabad,Locality_445,Ambawadi
Ahmedabad,Locality_446,C.G. Road
Ahmedabad,Locality_447,Ellis Bridge
Ahmedabad,Locality_448,Motera
Ahmedabad,Locality_449,Ranip
Ahmedabad,Locality_450,Chandlodia
Ahmedabad,Locality_451,Navrangpura
Ahmedabad,Locality_452,Satellite
Ahmedabad,Locality_453,Vastrapur
Ahmedabad,Locality_454,Bodakdev
Ahmedabad,Locality_455,Thaltej
Ahmedabad,Locality_456,Prahlad Nagar
Ahmedabad,Locality_457,Maninagar
Ahmedabad,Locality_458,Paldi
Ahmedabad,Locality_459,Naranpura
Ahmedabad,Locality_460,Chandkheda
Ahmedabad,Locality_461,Gota
Ahmedabad,Locality_462,Bopal
Ahmedabad,Locality_463,South Bopal
Ahmedabad,Locality_464,Shela
Ahmedabad,Locality_465,Shahibaug
Ahmedabad,Locality_466,Vastral
Ahmedabad,Locality_467,Nikol
Ahmedabad,Locality_468,Ghatlodia
Ahmedabad,Locality_469,Memnagar
Ahmedabad,Locality_470,Ambawadi
Ahmedabad,Locality_471,C.G. Road
Ahmedabad,Locality_472,Ellis Bridge
Ahmedabad,Locality_473,Motera
Ahmedabad,Locality_474,Ranip
Ahmedabad,Locality_475,Chandlodia
Ahmedabad,Locality_476,Navrangpura
Ahmedabad,Locality_477,Satellite
Ahmedabad,Locality_478,Vastrapur
Ahmedabad,Locality_479,Bodakdev
Ahmedabad,Locality_480,Thaltej
Ahmedabad,Locality_481,Prahlad Nagar
Ahmedabad,Locality_482,Maninagar
Ahmedabad,Locality_483,Paldi
Ahmedabad,Locality_484,Naranpura
Ahmedabad,Locality_485,Chandkheda
Ahmedabad,Locality_486,Gota
Ahmedabad,Locality_487,Bopal
Ahmedabad,Locality_488,South Bopal
Ahmedabad,Locality_489,Shela
Ahmedabad,Locality_490,Shahibaug
Ahmedabad,Locality_491,Vastral
Ahmedabad,Locality_492,Nikol
Ahmedabad,Locality_493,Ghatlodia
Ahmedabad,Locality_494,Memnagar
Ahmedabad,Locality_495,Ambawadi
Ahmedabad,Locality_496,C.G. Road
Ahmedabad,Locality_497,Ellis Bridge
Ahmedabad,Locality_498,Motera
Ahmedabad,Locality_499,Ranip
Ahmedabad,Locality_500,Chandlodia
Amritsar,Locality_1,Ranjit Avenue
Amritsar,Locality_2,Lawrence Road
Amritsar,Locality_3,Mall Road
Amritsar,Locality_4,Majitha Road
Amritsar,Locality_5,GT Road
Amritsar,Locality_6,Putlighar
Amritsar,Locality_7,Chheharta
Amritsar,Locality_8,Batala Road
Amritsar,Locality_9,Court Road
Amritsar,Locality_10,White Avenue
Amritsar,Locality_11,Green Avenue
Amritsar,Locality_12,Kabir Park
Amritsar,Locality_13,Katra Ahluwalia
Amritsar,Locality_14,Hall Bazaar
Amritsar,Locality_15,Town Hall
Amritsar,Locality_16,Company Bagh
Amritsar,Locality_17,Tarn Taran Road
Amritsar,Locality_18,Airport Road
Amritsar,Locality_19,Ajnala Road
Amritsar,Locality_20,Verka
Amritsar,Locality_21,Kashmir Avenue
Amritsar,Locality_22,GTB Nagar
Amritsar,Locality_23,Guru Arjan Dev Nagar
Amritsar,Locality_24,East Mohan Nagar
Amritsar,Locality_25,Navi Abadi
Amritsar,Locality_26,Ranjit Avenue
Amritsar,Locality_27,Lawrence Road
Amritsar,Locality_28,Mall Road
Amritsar,Locality_29,Majitha Road
Amritsar,Locality_30,GT Road
Amritsar,Locality_31,Putlighar
Amritsar,Locality_32,Chheharta
Amritsar,Locality_33,Batala Road
Amritsar,Locality_34,Court Road
Amritsar,Locality_35,White Avenue
Amritsar,Locality_36,Green Avenue
Amritsar,Locality_37,Kabir Park
Amritsar,Locality_38,Katra Ahluwalia
Amritsar,Locality_39,Hall Bazaar
Amritsar,Locality_40,Town Hall
Amritsar,Locality_41,Company Bagh
Amritsar,Locality_42,Tarn Taran Road
Amritsar,Locality_43,Airport Road
Amritsar,Locality_44,Ajnala Road
Amritsar,Locality_45,Verka
Amritsar,Locality_46,Kashmir Avenue
Amritsar,Locality_47,GTB Nagar
Amritsar,Locality_48,Guru Arjan Dev Nagar
Amritsar,Locality_49,East Mohan Nagar
Amritsar,Locality_50,Navi Abadi
Amritsar,Locality_51,Ranjit Avenue
Amritsar,Locality_52,Lawrence Road
Amritsar,Locality_53,Mall Road
Amritsar,Locality_54,Majitha Road
Amritsar,Locality_55,GT Road
Amritsar,Locality_56,Putlighar
Amritsar,Locality_57,Chheharta
Amritsar,Locality_58,Batala Road
Amritsar,Locality_59,Court Road
Amritsar,Locality_60,White Avenue
Amritsar,Locality_61,Green Avenue
Amritsar,Locality_62,Kabir Park
Amritsar,Locality_63,Katra Ahluwalia
Amritsar,Locality_64,Hall Bazaar
Amritsar,Locality_65,Town Hall
Amritsar,Locality_66,Company Bagh
Amritsar,Locality_67,Tarn Taran Road
Amritsar,Locality_68,Airport Road
Amritsar,Locality_69,Ajnala Road
Amritsar,Locality_70,Verka
Amritsar,Locality_71,Kashmir Avenue
Amritsar,Locality_72,GTB Nagar
Amritsar,Locality_73,Guru Arjan Dev Nagar
Amritsar,Locality_74,East Mohan Nagar
Amritsar,Locality_75,Navi Abadi
Amritsar,Locality_76,Ranjit Avenue
Amritsar,Locality_77,Lawrence Road
Amritsar,Locality_78,Mall Road
Amritsar,Locality_79,Majitha Road
Amritsar,Locality_80,GT Road
Amritsar,Locality_81,Putlighar
Amritsar,Locality_82,Chheharta
Amritsar,Locality_83,Batala Road
Amritsar,Locality_84,Court Road
Amritsar,Locality_85,White Avenue
Amritsar,Locality_86,Green Avenue
Amritsar,Locality_87,Kabir Park
Amritsar,Locality_88,Katra Ahluwalia
Amritsar,Locality_89,Hall Bazaar
Amritsar,Locality_90,Town Hall
Amritsar,Locality_91,Company Bagh
Amritsar,Locality_92,Tarn Taran Road
Amritsar,Locality_93,Airport Road
Amritsar,Locality_94,Ajnala Road
Amritsar,Locality_95,Verka
Amritsar,Locality_96,Kashmir Avenue
Amritsar,Locality_97,GTB Nagar
Amritsar,Locality_98,Guru Arjan Dev Nagar
Amritsar,Locality_99,East Mohan Nagar
Amritsar,Locality_100,Navi Abadi
Amritsar,Locality_101,Ranjit Avenue
Amritsar,Locality_102,Lawrence Road
Amritsar,Locality_103,Mall Road
Amritsar,Locality_104,Majitha Road
Amritsar,Locality_105,GT Road
Amritsar,Locality_106,Putlighar
Amritsar,Locality_107,Chheharta
Amritsar,Locality_108,Batala Road
Amritsar,Locality_109,Court Road
Amritsar,Locality_110,White Avenue
Amritsar,Locality_111,Green Avenue
Amritsar,Locality_112,Kabir Park
Amritsar,Locality_113,Katra Ahluwalia
Amritsar,Locality_114,Hall Bazaar
Amritsar,Locality_115,Town Hall
Amritsar,Locality_116,Company Bagh
Amritsar,Locality_117,Tarn Taran Road
Amritsar,Locality_118,Airport Road
Amritsar,Locality_119,Ajnala Road
Amritsar,Locality_120,Verka
Amritsar,Locality_121,Kashmir Avenue
Amritsar,Locality_122,GTB Nagar
Amritsar,Locality_123,Guru Arjan Dev Nagar
Amritsar,Locality_124,East Mohan Nagar
Amritsar,Locality_125,Navi Abadi
Amritsar,Locality_126,Ranjit Avenue
Amritsar,Locality_127,Lawrence Road
Amritsar,Locality_128,Mall Road
Amritsar,Locality_129,Majitha Road
Amritsar,Locality_130,GT Road
Amritsar,Locality_131,Putlighar
Amritsar,Locality_132,Chheharta
Amritsar,Locality_133,Batala Road
Amritsar,Locality_134,Court Road
Amritsar,Locality_135,White Avenue
Amritsar,Locality_136,Green Avenue
Amritsar,Locality_137,Kabir Park
Amritsar,Locality_138,Katra Ahluwalia
Amritsar,Locality_139,Hall Bazaar
Amritsar,Locality_140,Town Hall
Amritsar,Locality_141,Company Bagh
Amritsar,Locality_142,Tarn Taran Road
Amritsar,Locality_143,Airport Road
Amritsar,Locality_144,Ajnala Road
Amritsar,Locality_145,Verka
Amritsar,Locality_146,Kashmir Avenue
Amritsar,Locality_147,GTB Nagar
Amritsar,Locality_148,Guru Arjan Dev Nagar
Amritsar,Locality_149,East Mohan Nagar
Amritsar,Locality_150,Navi Abadi
Amritsar,Locality_151,Ranjit Avenue
Amritsar,Locality_152,Lawrence Road
Amritsar,Locality_153,Mall Road
Amritsar,Locality_154,Majitha Road
Amritsar,Locality_155,GT Road
Amritsar,Locality_156,Putlighar
Amritsar,Locality_157,Chheharta
Amritsar,Locality_158,Batala Road
Amritsar,Locality_159,Court Road
Amritsar,Locality_160,White Avenue
Amritsar,Locality_161,Green Avenue
Amritsar,Locality_162,Kabir Park
Amritsar,Locality_163,Katra Ahluwalia
Amritsar,Locality_164,Hall Bazaar
Amritsar,Locality_165,Town Hall
Amritsar,Locality_166,Company Bagh
Amritsar,Locality_167,Tarn Taran Road
Amritsar,Locality_168,Airport Road
Amritsar,Locality_169,Ajnala Road
Amritsar,Locality_170,Verka
Amritsar,Locality_171,Kashmir Avenue
Amritsar,Locality_172,GTB Nagar
Amritsar,Locality_173,Guru Arjan Dev Nagar
Amritsar,Locality_174,East Mohan Nagar
Amritsar,Locality_175,Navi Abadi
Amritsar,Locality_176,Ranjit Avenue
Amritsar,Locality_177,Lawrence Road
Amritsar,Locality_178,Mall Road
Amritsar,Locality_179,Majitha Road
Amritsar,Locality_180,GT Road
Amritsar,Locality_181,Putlighar
Amritsar,Locality_182,Chheharta
Amritsar,Locality_183,Batala Road
Amritsar,Locality_184,Court Road
Amritsar,Locality_185,White Avenue
Amritsar,Locality_186,Green Avenue
Amritsar,Locality_187,Kabir Park
Amritsar,Locality_188,Katra Ahluwalia
Amritsar,Locality_189,Hall Bazaar
Amritsar,Locality_190,Town Hall
Amritsar,Locality_191,Company Bagh
Amritsar,Locality_192,Tarn Taran Road
Amritsar,Locality_193,Airport Road
Amritsar,Locality_194,Ajnala Road
Amritsar,Locality_195,Verka
Amritsar,Locality_196,Kashmir Avenue
Amritsar,Locality_197,GTB Nagar
